"codreg";"subcreg";"coddist";"codserv";"tiposerv";"nomserv";"dire";"dccion";"telef";"email";"area";"unrocons";"unroficha";"activo";"unrolabo";"codigoesta";"observ";"desdemes";"desdeano";"latitud";"longitud";"receta"
"03";".";"003";"A03";"HP";"SERVICIO MEDICO LA PROVIDENCIA";"";"";"";"";"0";"0";"0";"1";"0";"02003A03";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"03";".";"007";"A04";"HP";"CENTRO MEDICO SAN CAYETANO";"";"";"";"";"0";"0";"0";"1";"0";"02007A04";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"006";"382";"PS";"P.S. PUERTO TRINIDAD";"";".";"N/T";".";"1";"5164";"0";"1";"0";"07006382";"                ";"8";"2010";"-27.2696944";"-55.6861111";"2"
"05";".";"002";"A13";"HP";"SANATORIO SANTA CLARA";"";"";"";"";"0";"0";"0";"1";"0";"05002A13";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"12";".";"008";"374";"PS";"P.S. KAMBAKUA";"";"";"";"";"1";"2381";"0";"1";"0";"12008374";"          SIMESE Nº 38419/2016      ";"3";"2016";NULL;NULL;"2"
"14";".";"003";"331";"PS";"P.S. NARANJATY";"";".";"0982 959657";".";"1";"2877";"0";"1";"0";"14003331";"                ";"1";"2009";"-23.7495000";"-55.4625278";"2"
"03";".";"007";"A05";"HP";"CLINICA SAN ROQUE";"";"";"";"";"0";"0";"0";"1";"0";"02007A05";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"03";".";"009";"A06";"HP";"SANATORIO VIRGEN DEL ROSARIO";"";"";"";"";"0";"0";"0";"1";"0";"02009A06";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"04";".";"001";"338";"USF";"USF- MA. AUXILIADORA - ESTANDAR";"";"";"(0981)574783";"";"1";"49218";"12";"1";"0";"04001338";"          EXPTE. N° 300      ";"8";"2011";"-25.7960000";"-56.4513611";"2"
"03";".";"014";"A07";"HP";"SANATORIO SAN MARTIN";"";"";"";"";"0";"0";"0";"1";"0";"02014A07";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"14";".";"013";"327";"PS";"GUYRA KEHA";"";"";"";"";"1";"3284";"0";"1";"0";"14013327";"SIMESE Nº 20094/2016";"2";"2016";NULL;NULL;"2"
"10";".";"005";"A13";"IP";"SANATORIO HERNANDARIAS";"MA. LUISA BENEGAS";"";"";"doctorreinaldo@outlook.com";"1";"10";"0";"1";"0";"10005A13";"SIMESE N 127809/17";"10";"2017";NULL;NULL;"2"
"17";".";"002";"335";"PS";"P.S. ISLA MARGARITA";"";"";"N/T";"";"1";"1356";"0";"2";"0";"17002335";"          SIMESE 70887/16      ";"1";"2000";"-21.6932000";"-57.8882000";"2"
"04";".";"001";"348";"USF";"USF- 14 DE MAYO - ESTANDAR";"";"";"(0983)366043";"";"1";"20372";"386";"1";"0";"04001348";"          EXPTE. N° 300      ";"8";"2011";"-25.8679167";"-56.3385000";"2"
"07";".";"004";"317";"PS";"P.S. EDELIRA KM 3";"";"";"";"";"1";"7400";"0";"1";"0";"07004317";"          REHABILITACION COMO PS - SIMESE 34467/2015
SIMESE 31966/2014      ";"3";"2016";NULL;NULL;"2"
"04";".";"001";"A01";"HP";"CENTRO MEDICO GUAIREÑO";"";"";"";"";"0";"0";"0";"1";"0";"04001A01";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"04";".";"001";"A02";"HP";"HOSPITAL ESPIRITU SANTO";"";"";"";"";"0";"0";"0";"1";"0";"04001A02";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"04";".";"012";"303";"CS";"C.S. NATALICIO TALAVERA";"";"";"";"";"1";"32207";"0";"1";"0";"04012303";"                ";"3";"2011";"-25.6043723";"-56.3082104";"2"
"04";".";"001";"A03";"HP";"SANATORIO MODELO DEL GUAIRA";"";"";"";"";"0";"0";"0";"1";"0";"04001A03";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"04";".";"001";"A04";"HP";"SANATORIO SAMIP";"";"";"";"";"0";"0";"0";"1";"0";"04001A04";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"04";".";"001";"A05";"HP";"SANATORIO SANTA MARIA";"";"";"";"";"0";"0";"0";"1";"0";"04001A05";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"04";".";"001";"A06";"HP";"SANATORIO ENCISO";"";"";"";"";"0";"0";"0";"1";"0";"04001A06";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"04";".";"001";"A07";"HP";"SANATORIO CRUZ VERDE";"";"";"";"";"0";"0";"0";"1";"0";"04001A07";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"01";".";"009";"356";"DISP";"D. M. 29 DE JUNIO";"";"";"";"";"1";"0";"0";"1";"0";"001009356";"          COLONIA SARGENTO JOSE FELIX LOPEZ CREADO POR ELY Nº 4418 AÑO 2011      ";"11";"2019";NULL;NULL;"2"
"05";".";"001";"A01";"HP";"CLINICA DIVINO NIÑO JESUS";"";"";"";"";"0";"0";"0";"1";"0";"05001A01";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"001";"A02";"HP";"CLINICA ESPERANZA";"";"";"";"";"0";"0";"0";"1";"0";"05001A02";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"001";"A03";"HP";"CLINICA MELLID";"";"";"";"";"0";"0";"0";"1";"0";"05001A03";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"001";"A04";"HP";"SANATORIO SANTO DOMINGO";"";"";"";"";"0";"0";"0";"1";"0";"05001A04";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"001";"A05";"HP";"SANATORIO CORONEL OVIEDO";"";"";"";"";"0";"0";"0";"1";"0";"05001A05";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"001";"A06";"HP";"SANATORIO INSAURRALDE";"";"";"";"";"0";"0";"0";"1";"0";"05001A06";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"001";"A07";"HP";"SANATORIO OVELAR";"";"";"";"";"0";"0";"0";"1";"0";"05001A07";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"001";"A08";"HP";"SANATORIO SAN FERNANDO";"";"";"";"";"0";"0";"0";"1";"0";"05001A08";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"001";"A09";"HP";"SANATORIO SAN JOSE";"";"";"";"";"0";"0";"0";"1";"0";"05001A09";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"001";"A10";"HP";"SANATORIO UME";"";"";"";"";"0";"0";"0";"1";"0";"05001A10";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"001";"A11";"HP";"SANATORIO SAGRADA FAMILIA";"";"";"";"";"0";"0";"0";"1";"0";"05001A11";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"002";"A12";"HP";"CENTRO DEDIAGNOSTICO MEDICO";"";"";"";"";"0";"0";"0";"1";"0";"05002A12";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"002";"A14";"HP";"CLINICA CAAGUAZU";"";"";"";"";"0";"0";"0";"1";"0";"05002A14";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"002";"A15";"HP";"CLINICA SAN RAFAEL";"";"";"";"";"0";"0";"0";"1";"0";"05002A15";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"04";".";"002";"356";"USF";"USF - VALLE PÉ - ESTANDAR";"";"";"N/T";"";"1";"43128";"186";"1";"0";"04002356";"                ";"1";"2000";"-26.0082222";"-56.5788611";"2"
"05";".";"002";"201";"HD";"H.D.- CAAGUAZU";"DRA. MARIA ELENA MIÑO ";"M.J.Troche e/ Tte. Rojas Silva y Carlos A.";"052242568";"";"1";"607908";"3";"1";"6252";"05002201";"          SIMESE 71217/16
Conocido tambien por H.D. - Inmaculada Concepción      ";"1";"2000";"-25.4726450";"-56.0135180";"2"
"11";".";"014";"101";"HG";"HG - SAN LORENZO";"DR. JUAN AGUILERA";"Dr. Gabriel Pellon esq. Azara N° 207 ";"021573537";"prensahmisl@hotmail.com";"1";"485874";"15707";"1";"2";"11014101";"          SIMESE N 71217/2016      //Resolución S.G. N° 0635/2018      
          RESOLUSION S.G. N° 0635 DE FECHA 01 DE NOVIEMBRE DE 2018, 
          DECRETO N° 513 DE FECHA 16 DE OCTUBRE DE 2008 - SIMESE 44704/18";"3";"2019";"-25.3335094";"-57.5084472";"2"
"01";".";"001";"123";"USFE";"USF- KM12 SAN ANTONIO - ESTÁNDAR";"";"";"N/T";"";"1";"21650";"1";"1";"0";"01001123";"          EXPTE. N° 107/2012      ";"9";"2012";"-23.4362500";"-57.3198056";"2"
"11";".";"005";"221";"HD";"H.D. - ITA";"DR. CARLOS BENITEZ";"Antonio DelValle y Enrique Doldan";"0224632271";"hita12@hotmail.com";"1";"187683";"12";"1";"1";"11005221";"          SIMESE N 71217/16
Expte. N° 48/2012      ";"2";"2012";"-25.5156309";"-57.3640588";"2"
"14";".";"002";"308";"PS";"P.S. YJHOBY (SAN ANTONIO)";"";"";"0983 247302 (LIC. JUANA) PARTI";"";"1";"0";"0";"2";"0";"14002308";"          SIMESE N° 5695/2014      ";"1";"2000";"-24.3182778";"-55.1442222";"2"
"14";".";"003";"341";"PS";"P.S. SAN ISIDRO";"BONIFACIA JARA";".";"981314646";".";"1";"0";"0";"1";"0";"14003341";"          SIMESE N 79161/2016 - ACTIVACION
SIMESE N° 5695/2014 - INACTIVACION      ";"1";"2009";"-24.4869130";"-55.6666340";"2"
"14";".";"002";"324";"PS";"P.S. 11 DE SETIEMBRE";"";"";"(0984) 348759 (0973) 101225";"";"1";"0";"0";"2";"0";"14002324";"          SIMESE N° 5695/2014      ";"1";"2000";"-24.4635278";"-55.0744167";"2"
"02";"NOR";"009";"538";"PS";"PS SAN ANTONIO - SP NORTE";"LIC. BLAS CABRERA";".";"0984-686522";".";"1";"3127";"0";"1";"0";"02009538";"                ";"1";"2000";"-24.1469444";"-56.8508333";"2"
"18";".";"030";"812";"LABO";"LABORATORIO CENTRAL DE SALUD PUBLICA";"";"";"";"";"1";"78";"0";"1";"0";"18030812";"SIMESE Nº 132574/2015";"11";"2015";NULL;NULL;"2"
"06";".";"007";"704";"IPS";"IPS- PS SAN JUAN NEPOMUCENO";"";"";"";"";"1";"1022";"0";"1";"0";"06007704";"SIMESE N° 19453/2015";"4";"2015";NULL;NULL;"2"
"05";".";"002";"A16";"HP";"SANATORIO DR J.M. ESCOBAR";"";"";"";"";"0";"0";"0";"1";"0";"05002A16";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"002";"A17";"HP";"SANATORIO P. DEL ESTE";"";"";"";"";"0";"0";"0";"1";"0";"05002A17";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"002";"A18";"HP";"CLINICA SANTA MARIA";"";"";"";"";"0";"0";"0";"1";"0";"05002A18";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"010";"A19";"HP";"SANATORIO SAN ROQUE";"";"";"";"";"0";"0";"0";"1";"0";"05010A19";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"012";"A20";"HP";"CLINICA DR DERLIS ZARATE";"";"";"";"";"0";"0";"0";"1";"0";"05012A20";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"01";".";"009";"327";"PS";"P.S. YVYPE ";"";"";"";"";"1";"0";"0";"1";"0";"001009327";"COLONIA SARGENTO JOSE FELIX LOPEZ CREADO POR ELY Nº 4418 AÑO 2011";"11";"2019";NULL;NULL;"2"
"04";".";"001";"101";"HR";"H.R. - VILLARRICA";"DR. RICARDO OVIEDO GAMARRA";"Avda. Epaña e/Spezzini";"054143111";"";"1";"895002";"2572";"1";"4491";"04001101";"SIMESE 71217/16";"1";"2012";"-25.7868333";"-56.4032500";"2"
"05";".";"012";"A21";"HP";"HOSPITAL BERGTHAL";"";"";"";"";"0";"0";"0";"1";"0";"05012A21";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"012";"A22";"HP";"SANATORIO LUZ Y VIDA";"";"";"";"";"0";"0";"0";"1";"0";"05012A22";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"022";"A23";"HP";"CLINICA AMBULATORIA SAN JORGE";"";"";"";"";"0";"0";"0";"1";"0";"05022A23";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"06";".";"001";"A01";"HP";"SANATORIO SEMIC";"";"";"";"";"0";"0";"0";"1";"0";"05001A01";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"06";".";"007";"A02";"HP";"CENTRO MEDICO SAN JUAN";"";"";"";"";"0";"0";"0";"1";"0";"05007A02";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"06";".";"007";"A03";"HP";"CONSULTORIO SANTA TERESA";"";"";"";"";"0";"0";"0";"1";"0";"05007A03";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"001";"A01";"HP";"SANATORIO DEL SUR";"";"";"";"";"0";"0";"0";"1";"0";"07001A01";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"001";"A02";"HP";"SANATORIO DON BOSCO";"";"";"";"";"0";"0";"0";"1";"0";"07001A02";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"001";"A03";"HP";"CLINICA SAN JUAN";"";"";"";"";"0";"0";"0";"1";"0";"07001A03";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"09";".";"010";"302";"USF";"USF- COSTA IRALA I";"";"";"N/T";"";"1";"1960";"0";"1";"0";"09010302";"Expte. N° 77/2012";"3";"2012";"-25.6250833";"-57.1490000";"2"
"18";".";"030";"334";"USFE";"USF- STA. ANA - STA. ROSA - ESTANDAR";"";".";"375-145";".";"1";"7657";"1";"1";"0";"18030334";"                ";"1";"2010";"-25.3196111";"-57.6508333";"2"
"12";".";"002";"227";"HD";"H.D.- ALBERDI";"DR. JOSÉ DARÍO BENÍTEZ ";"14 de Mayo c/ Asunción";"0780210260";"pai_alberdi@hotmail.com";"1";"165869";"0";"1";"0";"12002227";"          SIMESE 71217/16      ";"1";"2010";"-26.1852780";"-58.1443580";"2"
"07";".";"001";"A09";"HP";"SANATORIO RIO";"";"";"";"";"0";"0";"0";"1";"0";"07001A09";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"001";"A10";"HP";"INSTITUTO PRIVADO DEL TRAUMA";"";"";"";"";"0";"0";"0";"1";"0";"07001A10";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"022";"352";"PS";"P.S. CORONEL TOLEDO";"";"";"";"";"1";"8967";"0";"1";"0";"05022352";"          Expte. 665/2013      ";"6";"2013";NULL;NULL;"2"
"06";".";"010";"208";"HD";"H.D.- YUTY";"DR. RICHARD NAPOLEON ACOSTA";"Ntra. Sra. de la Natividad y 14 de Mayo";"0547257209";"hospdistyuty@hotmail.com";"1";"81376";"3137";"1";"0";"06010208";"          SIMESE 71217/16
Expte. N° 118/2012      ";"3";"2012";"-26.6209510";"-56.2472770";"2"
"05";".";"021";"387";"PS";"PINDO";"";"";"";"";"1";"1157";"134";"1";"0";"05021387";"Expte. N° 406/2011";"11";"2011";NULL;NULL;"2"
"09";".";"001";"284";"USF";"USF-MBATOVI";"";"";"N/T";"";"1";"16492";"0";"1";"0";"09001284";"Expte. N° 77/2012";"2";"2012";"-25.5649444";"-57.1311667";"2"
"07";".";"001";"A11";"HP";"CONSULTORIO SANTA MARIA";"";"";"";"";"0";"0";"0";"1";"0";"07001A11";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"02";"NOR";"001";"326";"PS";"PS NARANJATY";"CECILIA AGUILERA";".";"0985-812088";".";"1";"3699";"0";"1";"0";"02001326";"                ";"1";"2009";"-23.9371760";"-56.8488360";"2"
"17";".";"001";"339";"USFE";"USFE. FUERTE OLIMPO";"DR. ARIEL ACUÑA";"AV. RIO PARAGUAY. BARRIO MA. AUXILIADORA";"0984410069";"olimpo82@hotmail.com";"1";"13341";"0";"1";"0";"17001339";"          S. 108886/17
Expte. N° 111/2012      ";"1";"2010";"-21.0381111";"-57.8691944";"2"
"18";".";"030";"306";"USFE";"USF- PERPETUO SOCORRO II - ESTANDAR";"CRISTIAN GONZALEZ";"";"N/T";"";"1";"17473";"0";"1";"0";"18030306";"                ";"9";"2010";"-25.2436111";"-57.5826944";"2"
"07";".";"004";"A12";"HP";"SANATORIO DIVINO NIÑO JESUS";"";"";"";"";"0";"0";"0";"1";"0";"07004A12";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"09";".";"013";"354";"USF";"USF- LOMA GUAZU";"";".";"N/T";".";"1";"23541";"0";"1";"0";"09013354";"Expte. N° 77/2012";"1";"2010";"-25.6388056";"-56.9592500";"2"
"17";".";"005";"302";"DISP";"D.P PUERTO. DIANA";"";"";"";"";"1";"2859";"0";"1";"0";"17005302";"          SIMESE 70887/16      ";"5";"2016";NULL;NULL;"2"
"18";".";"030";"344";"DISP";"D. M. SANTA MARIA";"";".";"674171";".";"1";"17088";"0";"1";"0";"18030344";"          Expte. N° 288      ";"1";"2009";"-25.1524418";"-57.5483905";"2"
"09";".";"008";"330";"PS";"P.S. ÑU APUÁ";"";"";"N/T";"";"1";"280";"0";"1";"0";"09008330";"                ";"1";"2000";"-26.1234444";"-56.7465000";"2"
"07";".";"008";"A13";"HP";"SANATORIO NUESTRA SEÑORA DE CAACUPE";"";"";"";"";"0";"0";"0";"1";"0";"07008A13";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"09";".";"013";"223";"CE";"C.E. LEPROCOMIO SANTA ISABEL";"";"";"0539 263366 HNA GILDA GONZALEZ";"";"1";"193";"0";"1";"0";"09013223";"                ";"1";"2000";"-25.7441944";"-56.9506944";"2"
"18";".";"030";"221";"HE";"CENTRO DE ADICCIONES - CENPTRA";"";"";"298352; 985867854";"";"1";"58691";"425";"1";"0";"18030221";"          Expte. N° 01/2012 (Adm. Lic. Domingo)      ";"7";"2012";"-24.8701147";"-57.6015340";"2"
"07";".";"010";"A14";"HP";"CENTRO MEDICO MATERNO INFANTIL";"";"";"";"";"0";"0";"0";"1";"0";"07010A14";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"010";"A15";"HP";"SANATORIO VIRGEN DE FATIMA";"";"";"";"";"0";"0";"0";"1";"0";"07010A15";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"001";"A04";"HP";"CLINICA SAN LUIS";"";"";"";"";"0";"0";"0";"1";"0";"07001A04";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"001";"A05";"HP";"CLINICA TAJY";"";"";"";"";"0";"0";"0";"1";"0";"07001A05";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"001";"A06";"HP";"SANATORIO LA TRINIDAD";"";"";"";"";"0";"0";"0";"1";"0";"07001A06";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"001";"A07";"HP";"SANATORIO ITAPUA";"";"";"";"";"0";"0";"0";"1";"0";"07001A07";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"001";"A08";"HP";"SANATORIO LA CIGUEÑA";"";"";"";"";"0";"0";"0";"1";"0";"07001A08";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"014";"A16";"HP";"SANATORIO ADVENTISTA";"";"";"";"";"0";"0";"0";"1";"0";"07014A16";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"017";"A17";"HP";"CENTRO SAN ANDRES";"";"";"";"";"0";"0";"0";"1";"0";"07017A17";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"017";"A18";"HP";"CLINICA SAN GREGORIO";"";"";"";"";"0";"0";"0";"1";"0";"07017A18";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"017";"A19";"HP";"SANATORIO ALEMAN SRL";"";"";"";"";"0";"0";"0";"1";"0";"07017A19";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"018";"A20";"HP";"CLINICA SAN CAYETANO";"";"";"";"";"0";"0";"0";"1";"0";"07018A20";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"024";"A21";"HP";"CLINICA MARIA AUXILIADORA";"";"";"";"";"0";"0";"0";"1";"0";"07024A21";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"024";"A22";"HP";"SANATORIO MEZA RUIZ";"";"";"";"";"0";"0";"0";"1";"0";"07024A22";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"029";"A23";"HP";"SANATORIO PIRAPO";"";"";"";"";"0";"0";"0";"1";"0";"07029A23";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"08";".";"001";"A01";"HP";"SANATORIO SAN FELIPE";"";"";"";"";"0";"0";"0";"1";"0";"08001A01";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"08";".";"003";"A02";"HP";"CLINICA SAN LUIS";"";"";"";"";"0";"0";"0";"1";"0";"08003A02";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"08";".";"003";"A03";"HP";"SANATORIO IMAGILL";"";"";"";"";"0";"0";"0";"1";"0";"08003A03";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"09";".";"001";"A01";"HP";"CENTRO MEDICO SAN BENIGNO";"";"";"";"";"0";"0";"0";"1";"0";"09001A01";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"09";".";"005";"A02";"HP";"SANATORIO MERSAN";"";"";"";"";"0";"0";"0";"1";"0";"09005A02";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"09";".";"005";"A03";"HP";"SANATORIO SAN PATRICIO";"";"";"";"";"0";"0";"0";"1";"0";"09005A03";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"013";"A44";"HP";"SANATORIO MATERNIDAD VIRGEN DEL PASO";"";"";"";"";"0";"0";"0";"1";"0";"10013A44";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"014";"A46";"HP";"HOSPITAL POLICLINICO NARANJAL - COSAN";"";"";"";"";"0";"0";"0";"1";"0";"10014A46";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"02";"SUR";"017";"520";"PS";"P.S. POTRERITO";"";"";"983774038";"";"1";"1091";"0";"1";"0";"02017520";"                ";"1";"2000";"-24.7617222";"-55.9804167";"2"
"02";"NOR";"020";"339";"USF";"USF. COL. NAVIDAD (JOAIHU) - ESTÁNDAR";"";"";"";"";"1";"19054";"0";"1";"0";"02020339";"          SIMESE N° 16648/2014      ";"5";"2014";NULL;NULL;"2"
"10";".";"001";"A21";"HP";"CLINIC CENTER";"";"";"";"";"0";"0";"0";"1";"0";"10001A21";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"003";"329";"PS";"P.S. ITALIANO CUÉ";"";"";"N/T";"";"1";"3394";"0";"1";"0";"10003329";"                ";"1";"2000";"-25.8058000";"-54.6970000";"2"
"10";".";"001";"A22";"HP";"CLINICA SAMARITANO";"";"";"";"";"0";"0";"0";"1";"0";"10001A22";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"001";"A23";"HP";"SANATORIO LE BLANC";"";"";"";"";"0";"0";"0";"1";"0";"10001A23";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"001";"A24";"HP";"SANATORIO CENTRAL";"";"";"";"";"0";"0";"0";"1";"0";"10001A24";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"001";"A25";"HP";"SANATORIO DEL PARQUE";"";"";"";"";"0";"0";"0";"1";"0";"10001A25";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"001";"A09";"IP";"SANATORIO SANTA LUCIA";"DALMA GODOY - RUTH NUÑEZ";"";"";"sanatorio.stalucia@gmail.com";"1";"16";"0";"1";"0";"10001A09";"SIMESE N 127809/17";"10";"2017";NULL;NULL;"2"
"04";".";"003";"601";"PS";"P.S. CHACORE";"";"";"982509334";"";"1";"6294";"0";"1";"0";"04003601";"                ";"1";"2000";"-25.6376278";"-56.0514194";"2"
"10";".";"001";"A26";"HP";"SANATORIO GALENOS";"";"";"";"";"0";"0";"0";"1";"0";"10001A26";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"001";"A27";"HP";"SANATORIO MEDICOST";"";"";"";"";"0";"0";"0";"1";"0";"10001A27";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"337";"USF";"USF-VIÑAS CUE";"";"";"N/T";"";"1";"6284";"12";"1";"0";"18030337";"Memo 20/2012
SIMESE N° 1358/13";"1";"2012";"-25.2400833";"-57.5798611";"2"
"02";"SUR";"016";"524";"PS";"P.S. LUZ BELLA";"";"";"982267041";"";"1";"390";"0";"1";"0";"02016524";"                ";"1";"2000";"-24.2926111";"-56.1595000";"2"
"10";".";"001";"A28";"HP";"SANATORIO SAGRADA FAMILIA";"";"";"";"";"0";"0";"0";"1";"0";"10001A28";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"06";".";"006";"366";"PS";"P.S. VALOIS";"";"A";"0981 116972 AUX ENF DEL PILAR ";"";"1";"424";"0";"1";"0";"06006366";"                ";"1";"2000";"-26.2538333";"-56.6487222";"2"
"07";".";"027";"329";"PS";"P.S. SAN ANTONIO";"";"";"N/T";"";"1";"7564";"0";"1";"0";"07027329";"                ";"1";"2000";"-26.7887660";"-55.1602290";"2"
"10";".";"001";"A29";"HP";"SANATORIO SAN JOSE";"";"";"";"";"0";"0";"0";"1";"0";"10001A29";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"001";"A30";"HP";"SANATORIO SANTA FE";"";"";"";"";"0";"0";"0";"1";"0";"10001A30";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"08";".";"002";"303";"USF";"USF- MISIONES POTY - SATELITE";"DR. GERARDO VIANNA";".";"N/T";".";"1";"952";"0";"1";"0";"08002303";"          S.1595/18
SIMESE N° 15597/2014, SIMESE N° 1413/2013      ";"1";"2018";"-27.4085833";"-57.0803333";"2"
